rank,school,school_url,school_id,district,district_url,district_id,address,city,city_url,zip,county,phone,low_grade,high_grade,is_title_i,is_charter,is_magnet,is_virtual,number_students,number_full-time_teachers,student_teacher_ratio,pct_free/disc_lunch,pct_african_american,pct_american_indian,pct_asian,pct_hispanic,pct_pacific_islander,pct_two_or_more_races,pct_white,average_standard_score_(2020-21),average_standard_score_(2018-19),rank_(2018-19),rank_change_from_(2018-19),schooldigger_star_rating
458,Freedom Elementary School,https://www.schooldigger.com/go/CO/schools/0306006317/school.aspx,"""0306006317""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",5280 Butterfield Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80923,El Paso County,(719) 228-0800,PK,05,No,No,No,No,448,26.6,16.8,22.5,6.3,0.2,4.9,15.6,1.3,6.5,65.2,37.8,47.7,472,14,2
459,Adams Elementary School,https://www.schooldigger.com/go/CO/schools/0480001446/school.aspx,"""0480001446""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",6450 West 95th Place,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80021,Jefferson County,(303) 982-9790,PK,05,No,No,No,No,381,22.4,17,37.5,3.7,0.3,6.6,25.5,0,5,59.1,37.5,62.6,332,-127,2
460,Rim Rock Elementary School,https://www.schooldigger.com/go/CO/schools/0435002030/school.aspx,"""0435002030""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",1810 J 6 Road,Fruita,https://www.schooldigger.com/go/CO/city/Fruita/search.aspx,81521,Mesa County,(970) 254-6770,PK,05,No,No,No,No,624,36,17.3,29.3,0.3,0,0.6,11.9,0.2,3.7,83.3,37.2,41,532,72,2
461,Mountainside Elementary School,https://www.schooldigger.com/go/CO/schools/0408000856/school.aspx,"""0408000856""",Fountain School District No. 8,https://www.schooldigger.com/go/CO/district/04080/search.aspx,"""04080""",5506 Harr Avenue,Fort Carson,https://www.schooldigger.com/go/CO/city/Fort+Carson/search.aspx,80902,El Paso County,(719) 382-1430,KG,05,Yes,No,No,No,473,30,15.7,53.5,14.8,3.2,1.3,23.3,0.8,10.4,46.3,37.1,54.7,400,-61,2
462,Belmont Elementary School,https://www.schooldigger.com/go/CO/schools/0612001029/school.aspx,"""0612001029""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",31 MacNaughton Road,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81001,Pueblo County,(719) 549-7500,PK,05,No,No,No,No,454,24.5,18.5,74.2,2,0,0.7,72.5,0,2.2,22.7,37.1,51.2,437,-25,2
463,Mesa View Elementary School,https://www.schooldigger.com/go/CO/schools/0435001344/school.aspx,"""0435001344""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",2967 B Road,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81503,Mesa County,(970) 254-7970,PK,05,Yes,No,No,No,384,24.4,15.7,53.9,0.8,0.5,1,16.4,0,2.1,79.2,37,32.8,613,150,2
464,Witt Elementary School,https://www.schooldigger.com/go/CO/schools/0480001350/school.aspx,"""0480001350""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",10255 West 104th Drive,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80021,Jefferson County,(303) 982-3380,PK,05,No,No,No,No,297,18.6,15.9,34.7,1.3,1,1.7,21.2,0,7.1,67.7,36.8,29.2,659,195,2
465,Mesa Elementary School,https://www.schooldigger.com/go/CO/schools/0408000564/school.aspx,"""0408000564""",Fountain School District No. 8,https://www.schooldigger.com/go/CO/district/04080/search.aspx,"""04080""",400 Camino Del Rey,Fountain,https://www.schooldigger.com/go/CO/city/Fountain/search.aspx,80817,El Paso County,(719) 382-1370,KG,05,Yes,No,No,No,524,29.9,17.4,47.5,5.9,1.3,1.1,20.8,1.7,11.6,57.4,36.7,37.1,573,108,2
466,Palmer Elementary School,https://www.schooldigger.com/go/CO/schools/0336000390/school.aspx,"""0336000390""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",995 Grape Street,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80220,Denver County,(720) 424-5000,PK,05,No,No,No,No,285,18.7,15.2,38.6,21.1,0,1.8,17.9,0,4.6,54.7,36.6,37.1,574,108,2
467,Peak Expeditionary - Pennington,https://www.schooldigger.com/go/CO/schools/0480000773/school.aspx,"""0480000773""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",4645 Independence Street,Wheat Ridge,https://www.schooldigger.com/go/CO/city/Wheat+Ridge/search.aspx,80033,Jefferson County,(303) 982-2083,PK,05,Yes,No,No,No,197,12.3,15.9,68,0.5,1,1.5,37.1,0.5,9.1,50.3,36.6,34.9,593,126,2
468,Bear Creek K-8 School,https://www.schooldigger.com/go/CO/schools/0480000696/school.aspx,"""0480000696""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",9601 West Dartmouth Place,Lakewood,https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx,80227,Jefferson County,(303) 982-8714,KG,08,No,No,No,No,1007,56.7,17.7,48.6,1.3,1,7.1,39.3,0.2,5.3,45.8,36.6,48.3,463,-5,2
469,Arapahoe Ridge Elementary School,https://www.schooldigger.com/go/CO/schools/0690001619/school.aspx,"""0690001619""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",13095 Pecos Street,Westminster,https://www.schooldigger.com/go/CO/city/Westminster/search.aspx,80030,Adams County,(720) 972-5740,PK,05,No,No,No,No,575,31.7,18.1,43.8,1.4,0.3,6.6,40.5,0.3,3.3,47.5,36.5,57.6,380,-89,2
470,Tarver Elementary School,https://www.schooldigger.com/go/CO/schools/0690001175/school.aspx,"""0690001175""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",3500 Summit Grove Parkway,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80241,Adams County,(720) 972-5640,PK,05,No,No,No,No,475,23.5,20.2,17.7,0.8,0.4,4.4,30.7,0,4.8,58.7,36.3,64.6,316,-154,2
471,Abrams Elementary School,https://www.schooldigger.com/go/CO/schools/0408000560/school.aspx,"""0408000560""",Fountain School District No. 8,https://www.schooldigger.com/go/CO/district/04080/search.aspx,"""04080""",600 Chiles Avenue,Fort Carson,https://www.schooldigger.com/go/CO/city/Fort+Carson/search.aspx,80902,El Paso County,(719) 382-1490,KG,05,Yes,No,No,No,467,28,16.6,60.4,17.1,1.9,1.1,25.5,1.9,9.4,43,36.3,65.8,303,-168,2
472,Mountain Phoenix Community School,https://www.schooldigger.com/go/CO/schools/0480006311/school.aspx,"""0480006311""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",4725 Miller Street,Wheat Ridge,https://www.schooldigger.com/go/CO/city/Wheat+Ridge/search.aspx,80033,Jefferson County,(303) 728-9100,PK,08,No,Yes,No,No,664,30.7,21.6,18.2,0.9,0.3,0.6,14.2,0.2,5.4,78.5,36.2,25.1,710,238,2
473,Oak Grove Elementary School,https://www.schooldigger.com/go/CO/schools/0579000995/school.aspx,"""0579000995""",Montrose County School District Re-1J,https://www.schooldigger.com/go/CO/district/05790/search.aspx,"""05790""",62100 Oak Grove Road,Montrose,https://www.schooldigger.com/go/CO/city/Montrose/search.aspx,81401,Montrose County,(970) 249-6867,KG,05,Yes,No,No,No,399,24,16.6,43.4,0,0.3,0,30.3,0,2,67.4,35.9,42.3,519,46,2
474,Ridgeview Elementary School,https://www.schooldigger.com/go/CO/schools/0573001355/school.aspx,"""0573001355""",Moffat County School District RE: No. 1,https://www.schooldigger.com/go/CO/district/05730/search.aspx,"""05730""",600 Westridge Road,Craig,https://www.schooldigger.com/go/CO/city/Craig/search.aspx,81625,Moffat County,(970) 824-7018,PK,05,Yes,No,No,No,286,18.8,15.1,49.3,0.7,0.3,0,15.7,0,1.4,81.8,35.9,45.6,489,15,2
475,Custer County Elementary School,https://www.schooldigger.com/go/CO/schools/0720001226/school.aspx,"""0720001226""",Custer County School District Consolidate 1,https://www.schooldigger.com/go/CO/district/07200/search.aspx,"""07200""",709 Main Street,Westcliffe,https://www.schooldigger.com/go/CO/city/Westcliffe/search.aspx,81252,Custer County,(719) 783-2291,PK,05,Yes,No,No,No,200,13.8,14.4,57,1.5,1.5,0.5,4,0,3,89.5,35.9,64.1,319,-156,2
476,Webster Elementary School,https://www.schooldigger.com/go/CO/schools/0648001127/school.aspx,"""0648001127""",School District No. 3,https://www.schooldigger.com/go/CO/district/06480/search.aspx,"""06480""",445 Jersey Lane,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80911,El Paso County,(719) 391-3435,KG,05,Yes,No,No,No,479,26.7,17.9,39.5,9.8,0.8,0.8,30.5,0.6,9.8,47.6,35.8,56.1,391,-85,2
477,Edison Elementary School,https://www.schooldigger.com/go/CO/schools/0306000231/school.aspx,"""0306000231""",Colorado Springs School District No. 11,https://www.schooldigger.com/go/CO/district/03060/search.aspx,"""03060""",3125 North Hancock Avenue,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80907,El Paso County,(719) 328-2800,PK,05,Yes,No,No,No,323,21.4,15,74.9,5.9,0.9,0.3,43.3,0,5.9,43.7,35.7,46.8,479,2,2
478,Elk Creek Elementary,https://www.schooldigger.com/go/CO/schools/0624006396/school.aspx,"""0624006396""",Garfield School District No. Re-2,https://www.schooldigger.com/go/CO/district/06240/search.aspx,"""06240""",804 West Main Street,New Castle,https://www.schooldigger.com/go/CO/city/New+Castle/search.aspx,81647,Garfield County,(970) 665-6900,PK,05,Yes,No,No,No,288,17.9,16,43.8,0,1,0.3,42.4,0,1.4,54.9,35.7,29.4,656,178,2
479,SOAR at Green Valley Ranch,https://www.schooldigger.com/go/CO/schools/0336006486/school.aspx,"""0336006486""",School District No. 1,https://www.schooldigger.com/go/CO/district/03360/search.aspx,"""03360""",4800 Telluride Street #4,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80249,Denver County,(720) 287-5100,KG,05,Yes,Yes,No,No,437,25.5,17.1,77.6,22.9,0.2,6.4,58.8,0.9,4.3,6.4,35.3,32.2,622,143,2
480,Cactus Valley Elementary School,https://www.schooldigger.com/go/CO/schools/0624001099/school.aspx,"""0624001099""",Garfield School District No. Re-2,https://www.schooldigger.com/go/CO/district/06240/search.aspx,"""06240""",222 Grand Avenue,Silt,https://www.schooldigger.com/go/CO/city/Silt/search.aspx,81652,Garfield County,(970) 665-7850,PK,05,Yes,No,No,No,479,29,16.5,33.2,0.2,0,0.2,35.7,0,1.9,62,35.1,56.9,388,-92,2
481,Goodnight Elementary School,https://www.schooldigger.com/go/CO/schools/0612001046/school.aspx,"""0612001046""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",624 Windy Way,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81005,Pueblo County,(719) 549-7545,PK,08,No,No,No,No,639,34,18.7,70.9,1.7,0.5,0.9,58.1,0.2,2.7,36,34.8,37.8,564,83,2
482,Dual Immersion Academy School,https://www.schooldigger.com/go/CO/schools/0435001850/school.aspx,"""0435001850""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",552 A West Main Street,Grand Junction,https://www.schooldigger.com/go/CO/city/Grand+Junction/search.aspx,81501,Mesa County,(970) 254-6070,PK,05,Yes,No,No,No,309,14.4,21.4,45.6,0.3,0,0.3,60.5,0,1,37.9,34.7,51.6,435,-47,2
483,Crowley County Elementary K-6,https://www.schooldigger.com/go/CO/schools/0321001519/school.aspx,"""0321001519""",Crowley County School District No. Re-1-J,https://www.schooldigger.com/go/CO/district/03210/search.aspx,"""03210""",1001 Main,Ordway,https://www.schooldigger.com/go/CO/city/Ordway/search.aspx,81063,Crowley County,(719) 267-9880,KG,06,Yes,No,No,No,237,11.3,20.8,71.3,1.7,0,0,63.7,0,2.1,32.5,34.6,19,779,296,2
484,Winograd K-8 Elementary School,https://www.schooldigger.com/go/CO/schools/0441001989/school.aspx,"""0441001989""",GreeleySchool District No. 6,https://www.schooldigger.com/go/CO/district/04410/search.aspx,"""04410""",320 North 71st Avenue,Greeley,https://www.schooldigger.com/go/CO/city/Greeley/search.aspx,80634,Weld County,(970) 348-2600,KG,08,No,No,No,No,670,36.4,18.3,54.8,0.4,0,0.6,64.8,0,2.7,31.5,34.5,53.8,412,-72,2
485,Pueblo Charter School for the Arts & Sciences,https://www.schooldigger.com/go/CO/schools/0612001106/school.aspx,"""0612001106""",Pueblo School District No. 60,https://www.schooldigger.com/go/CO/district/06120/search.aspx,"""06120""",1745 Acero,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81004,Pueblo County,(719) 549-2737,KG,08,No,Yes,No,No,454,25.3,17.9,52.4,0.7,0,0.2,64.8,0,2.4,31.9,34.5,22.5,740,255,2
486,Vineland Elementary School,https://www.schooldigger.com/go/CO/schools/0615001084/school.aspx,"""0615001084""",Pueblo County School District 70,https://www.schooldigger.com/go/CO/district/06150/search.aspx,"""06150""",35777 Iris Road,Pueblo,https://www.schooldigger.com/go/CO/city/Pueblo/search.aspx,81006,Pueblo County,(719) 948-3331,PK,05,Yes,No,No,No,300,18.1,16.5,48.3,0.3,0,0.3,37.3,0,5.3,56.7,34.4,24.8,714,228,2
487,Homestake Peak School,https://www.schooldigger.com/go/CO/schools/0354001478/school.aspx,"""0354001478""",Eagle County School District No. Re 50,https://www.schooldigger.com/go/CO/district/03540/search.aspx,"""03540""",750 Eagle Road,Avon,https://www.schooldigger.com/go/CO/city/Avon/search.aspx,81620,Eagle County,(970) 328-2940,PK,08,Yes,No,No,No,611,48.1,12.6,41.6,1.1,0.7,0.8,62.7,0,1.8,32.9,34.4,26,703,216,2
488,Explore Pk-8,https://www.schooldigger.com/go/CO/schools/0555002007/school.aspx,"""0555002007""",Mapleton School District No. 1,https://www.schooldigger.com/go/CO/district/05550/search.aspx,"""05550""",10310 York St,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80229,Adams County,(303) 853-1300,PK,08,Yes,No,Yes,No,425,20.6,20.5,60.7,1.4,0.7,0.9,65.9,0.7,3.1,27.3,34,26.9,693,205,2
489,Ellicott Elementary School,https://www.schooldigger.com/go/CO/schools/0375000484/school.aspx,"""0375000484""",Ellicott School District No. 22,https://www.schooldigger.com/go/CO/district/03750/search.aspx,"""03750""",399 South Ellicott Highway,Calhan,https://www.schooldigger.com/go/CO/city/Calhan/search.aspx,80808,El Paso County,(719) 683-2700,PK,05,Yes,No,No,No,586,33.1,17.6,66.9,4.9,0.3,0.3,34.3,0.3,2.2,57.5,33.9,44.2,503,14,2
490,Letford Elementary School,https://www.schooldigger.com/go/CO/schools/0483000807/school.aspx,"""0483000807""",Weld County School District No. Re-5J,https://www.schooldigger.com/go/CO/district/04830/search.aspx,"""04830""",2 North Jay Avenue,Johnstown,https://www.schooldigger.com/go/CO/city/Johnstown/search.aspx,80534,Weld County,(970) 587-4605,PK,05,No,No,No,No,484,29.5,16.3,27.7,0,0,0.8,28.3,0.2,1.9,68.8,33.8,27.1,688,198,2
491,Evans Elementary School,https://www.schooldigger.com/go/CO/schools/0387000504/school.aspx,"""0387000504""",El Paso County Colorado School District 49,https://www.schooldigger.com/go/CO/district/03870/search.aspx,"""03870""",1675 Winnebago Road,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80915,El Paso County,(719) 495-5299,PK,05,Yes,No,No,No,621,36.4,17,56.2,7.9,0.8,2.1,32.7,0,15,41.5,33.4,29.2,660,169,2
492,Aurora Frontier K-8,https://www.schooldigger.com/go/CO/schools/0234002009/school.aspx,"""0234002009""",Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,"""02340""",3200 S Jericho Way,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80013,Arapahoe County,(303) 693-1995,PK,08,No,No,No,No,692,37.1,18.6,41.5,10.1,0.6,17.1,30.6,0.1,6.4,35.1,33.1,65.2,309,-183,2
493,Holly Hills Elementary School,https://www.schooldigger.com/go/CO/schools/0291000194/school.aspx,"""0291000194""",Cherry Creek School District No. 5,https://www.schooldigger.com/go/CO/district/02910/search.aspx,"""02910""",6161 East Cornell Avenue,Denver,https://www.schooldigger.com/go/CO/city/Denver/search.aspx,80222,Arapahoe County,(720) 747-2500,PK,05,Yes,No,No,No,542,37.5,14.4,69.9,16.6,0.9,4.8,37.6,0,9,31,32.8,29.7,654,161,2
494,West Ridge Academy,https://www.schooldigger.com/go/CO/schools/0441006504/school.aspx,"""0441006504""",GreeleySchool District No. 6,https://www.schooldigger.com/go/CO/district/04410/search.aspx,"""04410""",6905 8th St,Greeley,https://www.schooldigger.com/go/CO/city/Greeley/search.aspx,80631,Weld County,(970) 330-3671,KG,08,No,Yes,No,No,434,25.7,16.8,30.9,2.3,0.5,1.4,32.5,0.9,2.3,60.1,32.8,67.6,282,-212,1
495,Kendallvue Elementary School,https://www.schooldigger.com/go/CO/schools/0480001372/school.aspx,"""0480001372""",Jefferson County School District No. R-1,https://www.schooldigger.com/go/CO/district/04800/search.aspx,"""04800""",13658 West Marlowe Avenue,Morrison,https://www.schooldigger.com/go/CO/city/Morrison/search.aspx,80465,Jefferson County,(303) 982-7990,PK,05,No,No,No,No,348,22.5,15.4,36.2,0.3,0.3,0.9,25.3,0.3,4.6,68.4,32.8,64,321,-174,1
496,Shelledy Elementary School,https://www.schooldigger.com/go/CO/schools/0435000625/school.aspx,"""0435000625""",Mesa County Valley School District No. 51,https://www.schooldigger.com/go/CO/district/04350/search.aspx,"""04350""",353 North Mesa,Fruita,https://www.schooldigger.com/go/CO/city/Fruita/search.aspx,81521,Mesa County,(970) 254-6460,PK,05,Yes,No,No,No,422,25.8,16.3,43.1,0,0.7,0.2,13.5,0,1.7,83.9,32.8,22,744,248,1
497,Stellar Elementary School,https://www.schooldigger.com/go/CO/schools/0690006303/school.aspx,"""0690006303""",Adams 12 Five Star Schools,https://www.schooldigger.com/go/CO/district/06900/search.aspx,"""06900""",3901 East 124th Avenue,Thornton,https://www.schooldigger.com/go/CO/city/Thornton/search.aspx,80241,Adams County,(720) 972-2340,KG,05,No,No,No,No,513,31.5,16.2,50.3,1.8,1.2,4.9,48.1,0,5.3,38.8,32.7,34.3,597,100,1
498,Vista Peak P-8 Exploratory,https://www.schooldigger.com/go/CO/schools/0234006483/school.aspx,"""0234006483""",Aurora Joint District No. 28,https://www.schooldigger.com/go/CO/district/02340/search.aspx,"""02340""",24551 East 1st Avenue,Aurora,https://www.schooldigger.com/go/CO/city/Aurora/search.aspx,80018,Arapahoe County,(303) 364-3757,PK,08,No,No,No,No,1225,56.8,21.5,50.5,12.2,0.8,3.3,48.7,0.1,8,26.9,32.5,29.7,655,157,1
499,Summit Elementary School,https://www.schooldigger.com/go/CO/schools/0738000643/school.aspx,"""0738000643""",Woodland Park School District No. Re-2,https://www.schooldigger.com/go/CO/district/07380/search.aspx,"""07380""",490 Meadow Park Dr,Divide,https://www.schooldigger.com/go/CO/city/Divide/search.aspx,80814,Teller County,(719) 686-2401,PK,05,Yes,No,No,No,353,24.6,14.2,40.8,0,0,0.6,14.4,0,3.1,81.9,32.4,44.8,499,0,1
500,Turman Elementary School,https://www.schooldigger.com/go/CO/schools/0453001443/school.aspx,"""0453001443""",Harrison School District No. 2,https://www.schooldigger.com/go/CO/district/04530/search.aspx,"""04530""",3245 Springnite Drive,Colorado Springs,https://www.schooldigger.com/go/CO/city/Colorado+Springs/search.aspx,80916,El Paso County,(719) 579-2195,PK,05,Yes,No,No,No,254,19,13.3,85.8,13,0,2.4,48,1.2,4.7,30.7,32.4,38.9,553,53,1
501,Platte Valley Elementary School,https://www.schooldigger.com/go/CO/schools/0495000820/school.aspx,"""0495000820""",Weld County School District No. Re-7,https://www.schooldigger.com/go/CO/district/04950/search.aspx,"""04950""",601 Clark Street,Kersey,https://www.schooldigger.com/go/CO/city/Kersey/search.aspx,80644,Weld County,(970) 336-8520,KG,05,Yes,No,No,No,507,34.8,14.5,46.7,0,0.4,0,36.3,0,1.8,61.5,32.3,48.4,460,-41,1
